study_uid,series_uid,status,n_directory_files,n_dicom_files,shape_z,shape_y,shape_x,dtype,spacing_x,spacing_y,spacing_z,origin_x,origin_y,origin_z,conversion_seconds,output_path,error
1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231,1.2.826.0.1.3680043.8.498.12689544351656485342798482846432921455,SUCCESS,38,38,38,416,416,uint16,0.432692,0.432692,2.9999895931755827,2.88495,-103.925,77.0183,0.09282015200005844,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231/1.2.826.0.1.3680043.8.498.12689544351656485342798482846432921455.zarr,
1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231,1.2.826.0.1.3680043.8.498.26515132645256697953312631089055309042,SUCCESS,48,48,48,416,416,uint16,0.432692,0.432692,3.7500018404507696,6.72458,-120.178,-97.7289,0.10535874899869668,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231/1.2.826.0.1.3680043.8.498.26515132645256697953312631089055309042.zarr,
1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231,1.2.826.0.1.3680043.8.498.30827030879314217305902637111255984309,SUCCESS,38,38,38,416,416,uint16,0.432692,0.432692,3.0000124144374376,2.89075,-103.925,77.024,0.09557099399899016,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231/1.2.826.0.1.3680043.8.498.30827030879314217305902637111255984309.zarr,
1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231,1.2.826.0.1.3680043.8.498.33836648034724869721686434744559693623,SUCCESS,38,38,38,416,416,uint16,0.432692,0.432692,3.000001280752101,132.615,-116.37,72.7137,0.09035014100300032,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231/1.2.826.0.1.3680043.8.498.33836648034724869721686434744559693623.zarr,
1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231,1.2.826.0.1.3680043.8.498.93288538765996574291399549037773479273,SUCCESS,38,38,38,416,416,uint16,0.432692,0.432692,3.000001280752101,132.615,-116.37,72.7137,0.0934524420008529,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009278692606631573540062909909132231/1.2.826.0.1.3680043.8.498.93288538765996574291399549037773479273.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.10407754553908392233077656347467111543,SUCCESS,16,16,16,640,640,uint16,0.234375,0.234375,2.3999999526505063,1.4637817730637,-6.5930094276709,64.860236375222,0.06893350899918005,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.10407754553908392233077656347467111543.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.10440591424169021316962862657887905795,SUCCESS,32,32,32,640,640,uint16,0.25,0.25,3.600000105767708,19.489336698832,-100.66591180898,60.953164216999,0.12501337900175713,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.10440591424169021316962862657887905795.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.10997243274493644695137773062377650204,SUCCESS,30,30,30,640,640,uint16,0.234375,0.234375,3.8999998761877785,23.88812700818,-102.3694956348,-74.736066093694,0.12713102899942896,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.10997243274493644695137773062377650204.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.12035938794439579756583835150081778633,SUCCESS,29,29,29,384,384,uint16,0.41666665673256,0.41666665673256,3.6000001808541495,115.72917641268,-106.68475378856,70.075563214536,0.07257962600124301,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.12035938794439579756583835150081778633.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.12899608222010739549162228949977121036,SUCCESS,30,30,30,640,640,uint16,0.234375,0.234375,3.8999998761877785,23.88812700818,-102.3694956348,-74.736066093694,0.11755527100103791,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.12899608222010739549162228949977121036.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.18313433830014722992362938871973097711,SUCCESS,29,29,29,640,640,uint16,0.25,0.25,3.600000180854088,115.72917611115,-106.68475567373,70.075565120093,0.13686563900046167,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.18313433830014722992362938871973097711.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.74504704425600751221038968098633701528,SUCCESS,160,160,160,256,256,uint16,0.625,0.625,0.5999999999999996,26.120639806007,-102.68067421542,-73.277346646546,0.22387447800065274,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.74504704425600751221038968098633701528.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.76947689399889739752390906772011627242,SUCCESS,32,32,32,384,384,uint16,0.41666665673256,0.41666665673256,3.6000001057675868,19.489338535987,-100.66591125019,60.953162322646,0.087166816003446,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.76947689399889739752390906772011627242.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.81917956022130221494316872143485515885,SUCCESS,32,32,32,384,384,uint16,0.41666665673256,0.41666665673256,3.6000001057675868,19.489338535987,-100.66591125019,60.953162322646,0.08676522899986594,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.81917956022130221494316872143485515885.zarr,
1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764,1.2.826.0.1.3680043.8.498.95157380062318250808693914483306796699,SUCCESS,29,29,29,384,384,uint16,0.41666665673256,0.41666665673256,3.6000001808541495,115.72917641268,-106.68475378856,70.075563214536,0.08688129199799732,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10009639203170750274174707434356622764/1.2.826.0.1.3680043.8.498.95157380062318250808693914483306796699.zarr,
1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542,1.2.826.0.1.3680043.8.498.11982164807463634778369544669639739403,SUCCESS,40,40,40,384,384,uint16,0.416667,0.416667,3.3000048236730826,-172.099,-101.708,-92.6682,0.10696732599899406,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542/1.2.826.0.1.3680043.8.498.11982164807463634778369544669639739403.zarr,
1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542,1.2.826.0.1.3680043.8.498.17496901872433262274477070632489305322,SUCCESS,35,35,35,384,384,uint16,0.416667,0.416667,3.29998961221496,-47.5082,-120.118,51.6355,0.10102274599921657,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542/1.2.826.0.1.3680043.8.498.17496901872433262274477070632489305322.zarr,
1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542,1.2.826.0.1.3680043.8.498.70243599053060014636616038265618938578,SUCCESS,35,35,35,320,320,uint16,0.5,0.5,3.29998961221496,-47.5082,-120.118,51.6355,0.09204536600009305,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542/1.2.826.0.1.3680043.8.498.70243599053060014636616038265618938578.zarr,
1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542,1.2.826.0.1.3680043.8.498.87738065849001552362672384225773846709,SUCCESS,38,38,38,384,384,uint16,0.416667,0.416667,3.300000710301626,-171.634,-87.033,54.2517,0.10307726099927095,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542/1.2.826.0.1.3680043.8.498.87738065849001552362672384225773846709.zarr,
1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542,1.2.826.0.1.3680043.8.498.94462014065647174693220681811845777102,SUCCESS,40,40,40,384,384,uint16,0.416667,0.416667,3.3000048236730826,-172.099,-101.708,-92.6682,0.10607835200062254,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10013663742400736029415768216599146542/1.2.826.0.1.3680043.8.498.94462014065647174693220681811845777102.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.13316012614172613981502777804567639106,SUCCESS,41,41,41,512,512,int16,0.293,0.293,2.2000043314914906,100.0211868286,-99.7980422974,65.6980056763,0.11475830500057782,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.13316012614172613981502777804567639106.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.23891625731161491661628238457017424651,SUCCESS,30,30,30,512,512,int16,0.2734,0.2734,4.499997354529133,16.8337841034,-72.1718292236,-78.5968170166,0.08941300200240221,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.23891625731161491661628238457017424651.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.67294291903707258636363422483846920874,SUCCESS,32,32,32,512,512,int16,0.2734,0.2734,3.300001000617433,15.4258966446,-77.0573120117,58.5634117126,0.10001571699831402,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.67294291903707258636363422483846920874.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.83614010998801212494242431788612349272,SUCCESS,41,41,41,1024,1024,int16,0.1465,0.1465,2.1999990908299596,99.9981689453,-99.8745040894,65.7639923096,0.349692423002125,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.83614010998801212494242431788612349272.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.89117237872314402116920169434632625063,SUCCESS,22,22,22,512,512,int16,0.1953,0.1953,2.199998878735139,37.9822158813,-75.9213104248,-15.1361694336,0.07835638100004871,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.89117237872314402116920169434632625063.zarr,
1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339,1.2.826.0.1.3680043.8.498.96277058087102759370159028042426256271,SUCCESS,32,32,32,1024,1024,int16,0.1367,0.1367,3.3000000018144315,15.3580560684,-77.0676879883,58.6314430237,0.2782620540019707,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018552945042470316597008531304016339/1.2.826.0.1.3680043.8.498.96277058087102759370159028042426256271.zarr,
1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101,1.2.826.0.1.3680043.8.498.11078374186526205724225825735159012398,SUCCESS,22,22,22,512,512,int16,0.3125,0.3125,4.399999685493059,-0.85085934,-61.58745575,43.56837845,0.07073724599831621,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101/1.2.826.0.1.3680043.8.498.11078374186526205724225825735159012398.zarr,
1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101,1.2.826.0.1.3680043.8.498.42759405933119955877969739566391261556,SUCCESS,22,22,22,640,640,int16,0.25,0.25,4.400000009832312,127.21508026,-82.95760345,54.57213593,0.08728874900043593,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101/1.2.826.0.1.3680043.8.498.42759405933119955877969739566391261556.zarr,
1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101,1.2.826.0.1.3680043.8.498.69783908410864161211158583420543900194,SUCCESS,22,22,22,672,672,int16,0.2381,0.2381,4.400000009832306,127.21508026,-82.95761108,54.57214355,0.09248490100071649,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101/1.2.826.0.1.3680043.8.498.69783908410864161211158583420543900194.zarr,
1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101,1.2.826.0.1.3680043.8.498.92080591929803140221312603969153072299,SUCCESS,22,22,22,512,512,int16,0.3125,0.3125,4.400000009832306,127.21508026,-82.95761108,54.57214355,0.06774546700034989,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101/1.2.826.0.1.3680043.8.498.92080591929803140221312603969153072299.zarr,
1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101,1.2.826.0.1.3680043.8.498.94288268297326706009195326058014280624,SUCCESS,22,22,22,512,512,int16,0.3125,0.3125,4.400000029866205,0.56962895,-84.28620148,-87.39054108,0.0691535539990582,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10018749256316287542884435387067561101/1.2.826.0.1.3680043.8.498.94288268297326706009195326058014280624.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.11928835253023108906781394031354721015,SUCCESS,40,40,40,800,800,float64,0.22499999403953,0.22499999403953,3.2999998752040676,-200.94162220648,-125.55182424849,79.0840484433729,0.6189446169992152,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.11928835253023108906781394031354721015.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.28176392245110944163839399659439535293,SUCCESS,51,51,51,768,768,float64,0.234375,0.234375,3.2999998810516153,-214.61058305584,-127.38483993403,-89.827787907082,0.6255153749989404,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.28176392245110944163839399659439535293.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.29394504594736036797747420525794983796,SUCCESS,40,40,40,704,704,float64,0.25568181276321,0.25568181276321,3.2999999209635145,-200.31617772345,-124.00334632638,86.7391672652929,0.4627972750022309,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.29394504594736036797747420525794983796.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.36575741184530379556865901754021617448,SUCCESS,35,35,35,512,512,float64,0.36585366725921,0.36585366725921,3.300000005862037,-54.300469931046,-143.91405921206,75.8843668498611,0.2317949319985928,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.36575741184530379556865901754021617448.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.40276795343885792876679271332419202926,SUCCESS,35,35,35,800,800,float64,0.22499999403953,0.22499999403953,3.3000000058618064,-54.628333169364,-140.12891053619,72.5206955513253,0.5487654700009443,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.40276795343885792876679271332419202926.zarr,
1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606,1.2.826.0.1.3680043.8.498.45505982741294694594566589551444886225,SUCCESS,40,40,40,800,800,float64,0.22499999403953,0.22499999403953,3.2999998752040676,-200.94162220648,-125.55182424849,79.0840484433729,0.6351380279993464,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021179701366615563817491713738306606/1.2.826.0.1.3680043.8.498.45505982741294694594566589551444886225.zarr,
1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513,1.2.826.0.1.3680043.8.498.10887922642378821953149095448791960311,SUCCESS,20,20,20,512,512,int16,0.332,0.332,3.99997652677323,154.807,-153.427,89.7205,0.07135028999982751,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513/1.2.826.0.1.3680043.8.498.10887922642378821953149095448791960311.zarr,
1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513,1.2.826.0.1.3680043.8.498.17825809991194664057092474839495289855,SUCCESS,27,27,27,512,512,int16,0.332,0.332,3.999988995757792,42.9595,-135.551,80.5439,0.08657273799690302,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513/1.2.826.0.1.3680043.8.498.17825809991194664057092474839495289855.zarr,
1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513,1.2.826.0.1.3680043.8.498.28399217752101799876825340333611472859,SUCCESS,20,20,20,512,512,int16,0.332,0.332,3.9999713068396074,154.807,-153.427,89.7205,0.06485088900080882,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10021288557171866794624317186288618513/1.2.826.0.1.3680043.8.498.28399217752101799876825340333611472859.zarr,
