study_uid,series_uid,status,n_directory_files,n_dicom_files,shape_z,shape_y,shape_x,dtype,spacing_x,spacing_y,spacing_z,origin_x,origin_y,origin_z,conversion_seconds,output_path,error
1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394,1.2.826.0.1.3680043.8.498.36920113116383282710943538994927981876,SUCCESS,30,30,30,496,490,uint16,0.320565,0.320565,3.299998692592632,-8.58484,-63.1896,71.5148,0.10346723100519739,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10026410865298348818136520318965356394/1.2.826.0.1.3680043.8.498.36920113116383282710943538994927981876.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.10398122283136151623747293132260100759,SUCCESS,32,32,32,320,320,uint16,0.5,0.5,3.299999944634307,-123.37998531673,-66.619874312586,87.396561378917,0.07975855900440365,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10398122283136151623747293132260100759.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.10612361005926251456847561956635262722,SUCCESS,32,32,32,640,640,uint16,0.234375,0.234375,2.9999990581405087,19.295665197586,-55.69820635057,67.55562096209,0.14876232299866388,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.10612361005926251456847561956635262722.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.61060692464231753798040762152369852425,SUCCESS,32,32,32,384,384,uint16,0.390625,0.390625,3.0000000903993733,19.295655979509,-55.698210707191,67.555622961094,0.09183658599795308,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.61060692464231753798040762152369852425.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.77941154390263872263584692780262100897,SUCCESS,32,32,32,384,384,uint16,0.41666665673256,0.41666665673256,3.299999944634219,-123.37998362514,-66.619874067501,87.396559292194,0.08980054800485959,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.77941154390263872263584692780262100897.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.87400072663116536448673623612489172444,SUCCESS,32,32,32,640,640,uint16,0.234375,0.234375,2.9999989899737383,15.725129537796,-48.654437467818,66.978484922356,0.1499060490023112,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.87400072663116536448673623612489172444.zarr,
1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938,1.2.826.0.1.3680043.8.498.93204062869632903043115397277688722632,SUCCESS,32,32,32,640,640,uint16,0.234375,0.234375,4.55000004340748,-133.09889707643,-104.29855680019,-65.024953555423,0.15945816499879584,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029168398037940681915299760479434938/1.2.826.0.1.3680043.8.498.93204062869632903043115397277688722632.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.10138400860303228304047985771421435784,SUCCESS,26,26,26,640,640,uint16,0.234375,0.234375,3.9000001135322178,3.6573046392058,-104.78720013781,-50.886440102589,0.13462896100099897,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.10138400860303228304047985771421435784.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.11788164428905677775308855476550714595,SUCCESS,26,26,26,320,320,uint16,0.5,0.5,3.599999910931775,102.71573670684,-110.02488512064,83.031291977053,0.07417440199787961,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.11788164428905677775308855476550714595.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12061584096631077508632129628209972719,SUCCESS,26,26,26,640,640,uint16,0.234375,0.234375,3.9000001135322178,3.6573046392058,-104.78720013781,-50.886440102589,0.13027395300014177,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12061584096631077508632129628209972719.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12283902861056341541201338138068066294,SUCCESS,26,26,26,640,640,uint16,0.25,0.25,3.599999910931775,102.71573670684,-110.02488512064,83.031291977053,0.1379512350031291,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12283902861056341541201338138068066294.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.12595857485273978815469036481976397270,SUCCESS,26,26,26,320,320,uint16,0.5,0.5,3.599999910931775,102.71573670684,-110.02488512064,83.031291977053,0.07456525899760891,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.12595857485273978815469036481976397270.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.40067587795096624398858253836281924077,SUCCESS,16,16,16,640,640,uint16,0.234375,0.234375,2.40000003254064,-5.5240844625682,9.4247317394098,74.443441745962,0.0912553910020506,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.40067587795096624398858253836281924077.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241,SUCCESS,30,30,30,640,640,uint16,0.25,0.25,3.5999999448683413,-10.950495112294,-75.382679645154,80.189197887113,0.14117466100287857,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.85333757578596026834805540362380833241.zarr,
1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806,1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118,SUCCESS,30,30,30,320,320,uint16,0.5,0.5,3.5999999448683413,-10.950495112294,-75.382679645154,80.189197887113,0.07861425200098893,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10029520033957968044048068502185417806/1.2.826.0.1.3680043.8.498.87979090750692080284624781117007957118.zarr,
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009,SUCCESS,23,23,23,384,384,uint16,0.44270833333333,0.44270833333333,5.199999853961346,-3.0972171725162,-147.81801724732,-93.279514411714,0.07111951400293037,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.10261053202170116880341199746093649009.zarr,
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056,SUCCESS,20,20,20,640,576,uint16,0.3125,0.3125,5.19999991380197,-17.992340661971,-120.32463222795,70.728319220387,0.09977414900640724,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.23046051137177793352388369210745150056.zarr,
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113,SUCCESS,23,23,23,512,416,uint16,0.390625,0.390625,4.199999921316472,119.63608470036,-125.57213883177,73.478122711182,0.08199963399965782,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.34261736157116391641290714895482792113.zarr,
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295,SUCCESS,19,19,19,384,384,uint16,0.46875,0.46875,5.199999984928369,121.24490039712,-137.31376079533,60.282341446899,0.06441911299771164,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.75650187531194852023871501055652723295.zarr,
1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981,1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181,SUCCESS,20,20,20,384,384,uint16,0.44270833333333,0.44270833333333,4.800000066897347,-13.920516769531,-122.13465728212,52.149701871416,0.0656832669992582,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10039686090738454718354181337513293981/1.2.826.0.1.3680043.8.498.85682196050262263484642671710534742181.zarr,
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980,SUCCESS,19,19,19,512,512,int16,0.3516,0.3516,4.999997283516669,7.15468,-95.564,86.9037,0.05904737699893303,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.33316216096749283413269516635969265980.zarr,
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240,SUCCESS,21,21,21,512,512,int16,0.3516,0.3516,5.49999725303795,-119.087,-70.3395,-88.6058,0.06675183100014692,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.41751407285593261301937942061885125240.zarr,
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304,SUCCESS,19,19,19,512,512,int16,0.3516,0.3516,4.999997283516669,7.15468,-95.564,86.9037,0.05834592500468716,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.60519317366971570170934879228359117304.zarr,
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389,SUCCESS,20,20,20,512,512,int16,0.332,0.332,5.000001479695072,-118.07,-52.6767,69.3783,0.06001628399826586,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.64945894485172824370200401071778190389.zarr,
1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018,1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442,SUCCESS,19,19,19,512,512,int16,0.3516,0.3516,4.999997283516669,7.15468,-95.564,86.9037,0.061429337998561095,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10048842414095994814596043262132965018/1.2.826.0.1.3680043.8.498.70129634833277575961221452682822711442.zarr,
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277,SUCCESS,38,38,38,384,384,uint16,0.416667,0.416667,3.5999982434538778,7.05318,-131.388,-24.6381,0.10209515499445843,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.12421004035680984708227339687183062277.zarr,
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172,SUCCESS,36,36,36,896,896,uint16,0.178571,0.178571,3.300012631513351,17.2863,-134.796,107.625,0.3051912919981987,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.33788855095027519865615604807327323172.zarr,
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355,SUCCESS,32,32,32,384,384,uint16,0.416667,0.416667,3.3000055917100326,16.1517,-128.298,107.853,0.09356885299348505,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.68571912553884111541823558096195433355.zarr,
1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866,1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495,SUCCESS,30,30,30,792,800,uint16,0.2125,0.2125,3.3000170658298313,145.957,-130.945,126.851,0.23688372000469826,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10058298717414171145622092128156266866/1.2.826.0.1.3680043.8.498.80126107048478277295386095863259178495.zarr,
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260,SUCCESS,16,16,16,560,560,float64,0.30745044350624,0.30745044350624,6.246750270909367,-206.1730398993,-146.80360282792,90.3966881419211,0.1868309780038544,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10705298691863112379533269403436857260.zarr,
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504,SUCCESS,16,16,16,576,576,float64,0.29891017079353,0.29891017079353,6.246750270909556,-206.17714242113,-146.80418902334,90.4010903445078,0.18130059300165158,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.10709481291181856834545021650181350504.zarr,
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228,SUCCESS,22,22,22,576,576,float64,0.35069444775581,0.35069444775581,4.834059755315092,-77.41970415203,-189.89508743304,101.07486223377,0.22943222399771912,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.11884288089525709808993974550713797228.zarr,
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887,SUCCESS,20,20,20,704,704,float64,0.25426137447357,0.25426137447357,7.335748626995588,-217.53508014573,-151.3939591845,-69.894499002934,0.24166524400061462,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.12351434285244105587327544381760836887.zarr,
1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801,1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029,SUCCESS,22,22,22,720,720,float64,0.28055554628372,0.28055554628372,4.834059755315046,-77.421965699101,-189.93427564707,101.105165700442,0.2579214299985324,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10059200627175320481920009076697103801/1.2.826.0.1.3680043.8.498.99708703036078965966876737788881385029.zarr,
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923,SUCCESS,30,30,30,528,528,float64,0.3125,0.3125,3.499999748002513,170.129054994253,-113.36196709162,98.7479099196498,0.26251301400043303,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.51676946161186468941650577339931945923.zarr,
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.52617317497828611151327175969188939183,SUCCESS,30,30,30,528,528,float64,0.3125,0.3125,3.499999748002513,170.129054994253,-113.36196709162,98.7479099196498,0.25134306799736805,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.52617317497828611151327175969188939183.zarr,
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.67214754783910771084803504086410905872,SUCCESS,30,30,30,528,528,float64,0.3125,0.3125,3.4999999182957993,37.7373938047567,-85.567996198195,96.7076925434303,0.2515245509930537,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.67214754783910771084803504086410905872.zarr,
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.76206109519289930878461038242097331022,SUCCESS,35,35,35,560,560,float64,0.2857142984867,0.2857142984867,3.4999999720864814,39.8771701534433,-117.12159362575,-44.617642751939,0.27941808399918955,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.76206109519289930878461038242097331022.zarr,
1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401,1.2.826.0.1.3680043.8.498.98396227490752197049907798146084545731,SUCCESS,30,30,30,528,528,float64,0.3125,0.3125,3.4999999182957993,37.7373938047567,-85.567996198195,96.7076925434303,0.24169527300546179,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10061120822929703004201627784850458401/1.2.826.0.1.3680043.8.498.98396227490752197049907798146084545731.zarr,
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.12167816600846465625393732895688146085,SUCCESS,15,15,15,512,512,int16,0.390625,0.390625,5.999998688792374,19.6205,-107.094,92.2925,0.053718202994787134,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269/1.2.826.0.1.3680043.8.498.12167816600846465625393732895688146085.zarr,
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.21392572370649076486729381864268170044,SUCCESS,17,17,17,512,512,int16,0.39062,0.390625,6.0000043817822535,-120.087,-47.0972,92.2925,0.05871142500109272,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269/1.2.826.0.1.3680043.8.498.21392572370649076486729381864268170044.zarr,
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.58849834278018158596588761481850832613,SUCCESS,19,19,19,512,512,int16,0.39062,0.39062,5.999998667615593,-115.267,-104.944,-88.7241,0.06347014600032708,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269/1.2.826.0.1.3680043.8.498.58849834278018158596588761481850832613.zarr,
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.60540822688937024151515211249136527086,SUCCESS,16,16,16,512,512,int16,0.390625,0.390625,6.000003714906257,25.6202,-107.161,92.2925,0.05651644799945643,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269/1.2.826.0.1.3680043.8.498.60540822688937024151515211249136527086.zarr,
1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269,1.2.826.0.1.3680043.8.498.72927358331925618209337297088502467019,SUCCESS,17,17,17,512,512,int16,0.390625,0.390625,6.000001863219112,25.6202,-107.161,92.2925,0.05612392699549673,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10064642360075735959136394136507408269/1.2.826.0.1.3680043.8.498.72927358331925618209337297088502467019.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.10615181069597744316725609035737538256,SUCCESS,30,30,30,384,384,uint16,0.41666665673256,0.41666665673256,3.59999992213507,10.809356354241,-95.815654577984,83.940785654676,0.0858059200036223,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.10615181069597744316725609035737538256.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.11547431245652234248420888650946548426,SUCCESS,30,30,30,640,640,uint16,0.25,0.25,3.599999922135071,10.809354490786,-95.815655003533,83.940787557936,0.13982335799664725,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.11547431245652234248420888650946548426.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.11587327685249364808271419937082956182,SUCCESS,31,31,31,384,384,uint16,0.41666665673256,0.41666665673256,3.5999999999999,132.81359863281,-101.85987143213,88.443626407256,0.08715521400154103,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.11587327685249364808271419937082956182.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.12523349523523873701974348776140572598,SUCCESS,31,31,31,640,640,uint16,0.25,0.25,3.5999999999999,132.81359863281,-101.85987340167,88.443628250318,0.14905455899861408,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.12523349523523873701974348776140572598.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.12732383166865567737155895240298731328,SUCCESS,16,16,16,640,640,uint16,0.234375,0.234375,2.400000091402546,1.4746889193516,-4.5056927777765,74.993805957915,0.09105182000348577,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.12732383166865567737155895240298731328.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.17360824747479003641890365728229234850,SUCCESS,160,160,160,256,256,uint16,0.625,0.625,0.5999999999999948,9.9092438073472,-109.473331876,-45.039019402587,0.21801856200181646,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.17360824747479003641890365728229234850.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.26822768456111767807589411073221552859,SUCCESS,32,32,32,640,640,uint16,0.234375,0.234375,3.900000137788836,14.035498246244,-102.76978715947,-57.310899775411,0.1551269260016852,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.26822768456111767807589411073221552859.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.52444697164788705175272253472603452510,SUCCESS,32,32,32,640,640,uint16,0.234375,0.234375,3.900000137788836,14.035498246244,-102.76978715947,-57.310899775411,0.15835168500052532,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.52444697164788705175272253472603452510.zarr,
1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922,1.2.826.0.1.3680043.8.498.57364526485482588739427610964232262633,SUCCESS,30,30,30,384,384,uint16,0.41666665673256,0.41666665673256,3.59999992213507,10.809356354241,-95.815654577984,83.940785654676,0.08496348399785347,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.10066945398485042741116657288959323922/1.2.826.0.1.3680043.8.498.57364526485482588739427610964232262633.zarr,
